id,domain,question_group,gold_answer_mode,gold_missing_facts,question,gold_mode_reason
LIEN_NGANH-175,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty trả lương cho người thân của chủ doanh nghiệp thì cần hồ sơ gì để chi phí được chấp nhận?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-176,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: đóng cửa công ty nhưng không làm thủ tục tạm ngừng hoặc giải thể thì có thể bị xử lý gì về thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-177,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: tách doanh nghiệp thành nhiều công ty nhỏ có làm giảm nghĩa vụ thuế một cách hợp pháp không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-178,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp thay đổi vốn điều lệ có phải thông báo gì với cơ quan thuế không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-179,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty phát sinh doanh thu trước khi hoàn tất đủ các thủ tục thuế ban đầu có bị phạt không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-180,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: văn phòng đại diện ký hợp đồng lao động và trả lương thì phần thuế TNCN kê khai ở đâu?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-181,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp nhận góp vốn bằng quyền sử dụng đất thì cần lưu ý gì về hồ sơ pháp lý và thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-182,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty ngừng kinh doanh một thời gian dài rồi quay lại thì có cần rà soát lại hóa đơn và sổ thuế không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-183,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: chuyển đổi từ hộ kinh doanh lên công ty thì cần lưu ý gì về đăng ký doanh nghiệp và chuyển tiếp nghĩa vụ thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-184,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp nước ngoài góp vốn vào công ty Việt Nam thì cần lưu ý gì về thủ tục doanh nghiệp và nghĩa vụ thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-185,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: chi phí thành lập doanh nghiệp có được hạch toán và tính thuế hay không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-186,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty cổ phần phát hành thêm cổ phần thì có phát sinh nghĩa vụ thuế gì ngay tại thời điểm phát hành không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-187,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: thay đổi thành viên góp vốn nhưng chưa sửa hồ sơ doanh nghiệp thì lợi nhuận chia và nghĩa vụ thuế xác định theo ai?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-188,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty thuê dịch vụ kế toán ngoài thì trách nhiệm pháp lý về doanh nghiệp và thuế vẫn thuộc về ai?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-189,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty có người đại diện theo pháp luật ở nước ngoài thường xuyên thì giao dịch với cơ quan thuế xử lý ra sao?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-190,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: chuyển nhượng doanh nghiệp khi còn nợ thuế có làm được không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-191,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp lập chi nhánh hạch toán phụ thuộc thì thuế GTGT và TNCN kê khai tập trung hay riêng?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-192,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty sử dụng hóa đơn điện tử sai tên do vừa đổi tên doanh nghiệp thì xử lý thế nào?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-193,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp cho mượn pháp nhân để xuất hóa đơn có thể bị rủi ro gì đồng thời về doanh nghiệp và thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-194,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: thành lập công ty để giữ tài sản nhưng không kinh doanh có phải làm đầy đủ nghĩa vụ thuế không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-195,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty gia đình chia lợi nhuận cho các thành viên có cần xem xét thuế TNCN không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-196,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp có vốn đầu tư nước ngoài ngừng hoạt động tạm thời thì thủ tục với cơ quan đăng ký kinh doanh và cơ quan thuế khác gì nhau?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-197,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp bị thu hồi giấy chứng nhận đăng ký doanh nghiệp thì nghĩa vụ thuế còn lại xử lý thế nào?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-198,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: gộp nhiều hoạt động kinh doanh vào một công ty có lợi hơn hay tách ra nhiều công ty xét trên góc độ pháp lý và thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-199,lien_nganh,cross_domain,A+B,work_permit_or_exemption_status|contract_duration|residence_or_assignment_status|available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: khi chuyển nhượng cổ phần cho người nước ngoài thì cần lưu ý gì về hồ sơ doanh nghiệp và thuế chuyển nhượng?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-200,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp thay đổi chủ sở hữu rồi mới phát hiện sai phạm thuế cũ thì ai chịu trách nhiệm chính?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
